"PEP_ID";"National_ID";"LON";"LAT";"ALT";"NAME"
123;11361390;9.05;54.4833;10;"Husum/Nordsee"
124;11361420;9.13333;54.6667;20;"Joldelund"
132;11371170;9.25;54.3;5;"Delve"
133;11371280;9.08333;54.2;10;"Heide"
136;11371410;9.18333;54.25;25;"Linden/Holst."
139;11371710;9.08333;54.25;10;"Weddingstedt (Ph)"
148;11381250;10.8333;54.25;55;"Harmsdorf"
152;11381360;10.8167;54.1;10;"Neustadt i. Holst."
157;11381410;10.75;54.1833;100;"Schönwalde am Bungsberg"
162;11391190;9.8;53.7;13;"Borstel-Hohenraden"
164;11391240;9.78333;53.7333;10;"Ellerhoop"
167;11391300;9.85;53.6333;10;"Halstenbek"
168;11391320;9.6;53.6333;2;"Haseldorf (PH)"
171;11391460;9.78333;53.8167;7;"Lutzhorn"
172;11391500;9.8;53.6667;11;"Pinneberg (PH)"
173;11391520;9.88333;53.7333;13;"Quickborn (Ph)"
174;11391620;9.7;53.5833;15;"Wedel (PH)"
175;11411110;10.3333;54.15;40;"Ascheberg"
178;11411201;10.4833;54.1167;55;"Pfingstberg"
184;11411340;10.5;54.3167;50;"Giekau"
186;11411391;10.1833;54.3667;12;"Kitzeberg"
188;11411490;10.2167;54.3167;15;"Klausdorf"
194;11411790;10.2833;54.2333;25;"Preetz/Holst."
195;11411810;10.2333;54.2833;25;"Raisdorf"
199;11412041;10.1667;54.1167;45;"Wankendorf-Obendorf"
202;11421290;10.05;54.1667;35;"Bordesholm"
208;11421460;9.55;54.25;10;"Elsdorf"
211;11421600;9.51667;54.2333;15;"Hamdorf b. Rendsburg"
212;11421620;9.41667;54.1333;25;"Hanerau-Hademarschen (Ph)"
213;11421670;9.65;54.0833;60;"Hohenwestedt"
214;11421680;9.5;54.3;10;"Hohn b. Rendsburg"
215;11421740;9.66667;54.2333;6;"Jevenstedt (PH)"
216;11421840;9.7;54.05;20;"Meezen"
217;11421940;9.85;54.1667;30;"Nortorf b. Neumünster"
218;11422110;9.66667;54.3;10;"Rendsburg (PH)"
221;11422170;9.98333;54.2667;25;"Schierensee"
223;11422331;9.43333;54.1167;25;"Osterholzteich"
225;11422420;9.9;54.0833;19;"Wasbek (PH)"
229;11431140;9.56667;54.55;30;"Berend"
232;11431210;9.83333;54.6167;20;"Boren"
236;11431520;9.33333;54.45;5;"Hollingstedt"
238;11431570;9.4;54.55;11;"Jübek"
239;11431580;9.93333;54.6667;18;"Kappeln"
240;11431650;9.51667;54.4167;15;"Kropp"
241;11431700;9.51667;54.55;20;"Lürschau"
244;11431900;9.56667;54.5167;18;"Schleswig"
247;11432010;9.21667;54.35;10;"Süderstapel"
249;11441140;9.88333;53.9167;10;"Bramstedt, Bad"
251;11441200;10.0333;54.0167;55;"Boostedt"
252;11441210;10.2167;54.0667;40;"Bornhöved"
254;11441260;10.25;53.95;45;"Fahrenkrug"
258;11441430;10;53.7833;35;"Henstedt"
259;11441460;9.96667;53.85;30;"Kaltenkirchen"
260;11441550;9.88333;53.8667;25;"Lentföhrden"
261;11441590;10.25;53.9833;40;"Negernbötel"
263;11441640;10.15;53.8167;40;"Oering"
265;11441670;10.1667;54.0167;45;"Rickling"
269;11441860;10.3167;54.0333;40;"Tensfeld"
271;11441900;9.98333;53.7833;40;"Ulzburg"
274;11442000;10.2167;53.9333;45;"Wittenborn (Ph)"
276;11442120;9.78333;53.9;25;"Mönkloh"
277;11451350;9.43333;53.7833;2;"Glückstadt (PH)"
279;11451490;9.51667;53.9167;30;"Itzehoe-Klosterforst"
280;11451520;9.71667;53.95;20;"Kellinghusen"
283;11451670;9.68333;54.0167;25;"Lockstedt"
284;11451680;9.61667;53.9667;15;"Hohenlockstedt"
287;11452090;9.36667;53.9167;5;"Wilster (PH)"
289;11461112;10.2;53.6667;50;"Wulfsdorf"
291;11461160;10.2667;53.7333;45;"Bargteheide"
293;11461270;10.05;53.7;30;"Glashütte/Holst."
294;11461340;10.2833;53.6667;45;"Großhansdorf"
295;11461400;10.0167;53.7;40;"Harksheide"
297;11461570;10.35;53.7333;35;"Lasbek-Gut"
300;11461750;10.4833;53.8333;25;"Reinfeld"
302;11461850;10.3833;53.6833;60;"Schwedeneck-Sprenge"
303;11461910;10.3333;53.8667;25;"Sühlen"
304;11461970;10.4167;53.6167;30;"Trittau"
306;11462031;10.1667;53.7333;30;"Wiemerskamp"
307;11471110;9.28333;54.15;35;"Albersdorf/Holst."
308;11471220;9.1;53.9;1;"Brunsbüttel"
309;11471260;9.26667;54;30;"Burg/Dithmarschen"
311;11471420;9.01667;53.9667;2;"Helse"
312;11471430;9.06667;54.15;10;"Hemmingstedt"
316;11471640;9.11667;54.0833;15;"Nindorf"
317;11471770;9.11667;53.9833;20;"Sankt Michaelisdonn"
320;11471890;9.08333;53.9667;1;"Volsemenhusen"
324;11481430;8.96667;54.75;12;"Klintum"
325;11481470;8.95;54.7833;5;"Leck (PH)"
334;2e+07;10.1833;53.65;40;"Hamburg-Volksdorf"
335;20000001;10.2333;53.4833;25;"Hamburg-Bergedorf"
336;20000002;9.76667;53.5833;15;"Hamburg-Rissen"
337;20000003;10.0333;53.6667;25;"Hamburg-Langenhorn"
346;20000013;10.2833;53.4333;4;"Hamburg-Altengamme"
350;31110000;9.36667;52.1;65;"Hameln (PH)"
353;31120003;9.7;52.3833;50;"Hannover-Herrenhausen (Ph)"
354;31311170;8.5;52.7;35;"Barnstorf"
359;31311350;8.51667;52.6;45;"Hemsloh"
360;31311390;8.75;52.7667;55;"Cantrup"
362;31311400;8.83333;52.6;40;"Kirchdorf b. Sulingen"
363;31311480;8.83333;52.75;55;"Mellinghausen"
364;31311600;8.48333;52.6;45;"Rehden"
367;31311710;8.83333;52.8;55;"Sudwalde"
368;31311720;8.8;52.6833;45;"Sulingen (PH)"
370;31311750;8.58333;52.55;40;"Wagenfeld"
371;31321160;9;52.7833;50;"Asendorf"
372;31321180;8.73333;52.85;40;"Bassum (PH)"
373;31321250;9.13333;52.7833;19;"Bücken"
376;31321440;8.61667;52.95;20;"Groß Ippener (PH)"
377;31321510;8.58333;52.9;35;"Harpstedt"
379;31321560;8.7;52.9833;14;"Heiligenrode"
380;31321710;9.03333;52.8667;12;"Kleinenborstel"
381;31321760;8.81667;52.9833;11;"Leeste"
382;31321930;8.5;52.8667;40;"Reckum"
383;31322010;9.03333;52.9;10;"Schwarme (PH)"
384;31322090;8.81667;52.9167;40;"Syke"
386;31322190;9.18333;52.85;15;"Wienbergen"
388;31331400;9.25;52.1667;65;"Hessisch Oldendorf (PH)"
390;31331520;9.11667;52.25;180;"Krainhagen"
395;31331810;9.2;52.2;120;"Schaumburg"
397;31341120;9.41667;52.1;75;"Afferde"
398;31341240;9.55;52.1167;150;"Coppenbrügge"
399;31341280;9.58333;52.1333;150;"Dörpe"
401;31341490;9.25;52.1333;80;"Hemeringen"
402;31341590;9.26667;52.0667;110;"Königsförde"
405;31341750;9.25;51.9833;100;"Pyrmont, Bad"
406;31341780;9.58333;52.0667;140;"Salzhemmendorf  (PH)"
407;31341820;9.36667;52.0667;75;"Tündern"
408;31341870;9.66667;52.0333;190;"Weenzen"
409;31351110;9.65;52.3833;55;"Ahlem"
410;31351130;9.85;52.3667;65;"Hannover-Anderten"
411;31351150;9.73333;52.3;60;"Arnum"
412;31351160;9.41667;52.3333;110;"Bantorf"
415;31351490;9.5;52.3;96;"Barsinghausen-Kirchdorf"
416;31351530;9.8;52.3167;60;"Laatzen b. Hannover"
417;31351531;9.8;52.3;60;"Laatzen b. Hannover-Grasdorf"
420;31351640;9.85;52.4;60;"Misburg"
421;31351730;9.66667;52.3167;80;"Ronnenberg"
424;31361240;9.41667;52.55;45;"Eilvese"
425;31361320;9.6;52.6;30;"Helstorf"
426;31361340;9.35;52.3833;50;"Idensen"
427;31361360;9.45;52.4;50;"Kolenfeld"
429;31361490;9.45;52.5;40;"Neustadt a. Rübenberge"
431;31361540;9.51667;52.5167;40;"Otternhagen"
432;31361680;9.43333;52.4333;45;"Wunstorf (PH)"
434;31371151;9.13333;52.7167;50;"Dolldorf"
435;31371190;9.3;52.5667;60;"Bolsehle"
436;31371200;8.96667;52.6667;45;"Borstel"
437;31371330;9.25;52.6667;25;"Erichshagen"
440;31371570;9.13333;52.5667;30;"Landesbergen"
441;31371580;9.25;52.6167;30;"Langendamm"
442;31371590;8.75;52.4167;50;"Diepenau-Lavelsloh"
443;31371630;9.08333;52.6;30;"Liebenau"
444;31371650;9.15;52.45;60;"Rehburg-Loccum (Ph)"
447;31371710;8.98333;52.5;35;"Nendorf"
448;31371720;9.21667;52.65;30;"Nienburg/Weser"
450;31371790;9.25;52.7167;25;"Rohrsen"
452;31371890;9.38333;52.6667;35;"Steimbke  (PH)"
454;31371960;8.85;52.45;50;"Warmsen"
455;31372000;9.11667;52.4;65;"Wiedensahl"
456;31381120;9.1;52.2667;75;"Ahnsen"
460;31381250;9.4;52.45;45;"Großenheidorn"
461;31381280;9.11667;52.2333;80;"Heessen"
464;31381620;9.2;52.3333;80;"Stadthagen (PH)"
465;31381630;9.15;52.2167;100;"Steinbergen"
466;31381740;9.26667;52.4333;50;"Wiedenbrügge"
467;31391160;9.4;52.2167;160;"Bakede (PH)"
469;31391260;9.43333;52.1667;125;"Flegessen"
470;31391270;9.71667;52.2167;100;"Gestorf"
472;31391420;9.65;52.2167;95;"Mittelrode"
473;31391430;9.46667;52.2;140;"Münder, Bad (PH)"
475;31391480;9.76667;52.2667;70;"Pattensen"
476;31391490;9.35;52.2667;95;"Pohle"
477;31391560;9.55;52.2167;105;"Springe/Deister"
478;31391580;9.63333;52.2167;110;"Völksen"
480;32110000;9.93333;51.5333;150;"Göttingen"
481;32110001;9.95;51.5333;190;"Göttingen-Schlözerweg"
482;32120000;9.95;52.15;100;"Hildesheim (PH)"
483;32311110;9.93333;52;200;"Adenstedt b. Alfeld"
484;32311120;9.81667;51.9833;90;"Alfeld (Ph)"
485;32311240;9.7;52.0167;210;"Duingen"
486;32311250;9.71667;52.0667;120;"Dunsen"
488;32311420;9.78333;52.0833;80;"Gronau/Leine"
491;32311780;9.78333;51.9833;160;"Warzen"
494;32321160;10.2;51.5333;200;"Desingerode"
495;32321220;10.2167;51.6167;160;"Gieboldehausen"
496;32321230;10.3167;51.5667;170;"Hilkerode"
498;32321290;10.1833;51.5;210;"Nesselröden"
499;32321300;10.2333;51.5667;170;"Obernfeld"
502;32331150;9.7;51.8;160;"Dassel/Solling"
505;32331350;9.76667;51.7667;180;"Lauenberg"
508;32341400;9.93333;51.4333;190;"Groß Schneen"
511;32341800;10.0667;51.55;260;"Waake"
512;32351240;10.1333;52.0167;120;"Bockenem"
513;32351250;10;52.0333;140;"Bodenburg"
514;32351310;10.0167;52.0667;140;"Detfurth"
515;32351320;9.91667;52.1;120;"Diekholzen"
516;32351350;10;52.1;90;"Egenstedt"
517;32351440;10.1667;52.1;100;"Holle b. Hildesheim-Grasdorf"
518;32351490;10.2;52.1833;100;"Groß Himstedt"
519;32351520;10.1167;51.95;130;"Groß Rhüden"
520;32351580;10.0333;52.1;100;"Heinde"
521;32351640;10.1667;52.2167;90;"Hoheneggelsen"
522;32351650;10.15;52.0833;110;"Holle b. Hildesheim"
524;32351970;9.85;52.2333;65;"Sarstedt (PH)"
525;32352120;10.0667;52.1333;140;"Wendhausen"
527;32361270;9.43333;51.7;260;"Derental"
529;32361330;9.65;51.9333;190;"Eschershausen"
531;32361390;9.73333;51.95;200;"Grünenplan"
532;32361430;9.63333;51.85;280;"Heinade"
533;32361510;9.45;51.8333;100;"Holzminden"
534;32361670;9.51667;51.8;300;"Mühlenberg"
535;32361690;9.51667;51.75;400;"Holzminden-Neuhaus"
536;32361740;9.51667;51.9167;80;"Rühle"
538;32371120;9.61667;51.35;250;"Benterode"
541;32371260;9.8;51.4667;310;"Jühnde"
543;32371300;9.7;51.5167;240;"Löwenhagen"
544;32371340;9.66667;51.4167;220;"Münden"
548;32381140;9.81667;51.6167;280;"Asche"
549;32381340;9.78333;51.6667;270;"Ertinghausen"
550;32381370;9.8;51.7333;260;"Moringen-Fredelsloh"
551;32381620;9.83333;51.7167;310;"Moringen-Nienhagen"
552;32381640;9.93333;51.6333;140;"Nörten-Hardenberg (PH)"
553;32381650;10;51.7167;130;"Northeim (PH)"
554;32381700;9.55;51.6833;220;"Schönhagen"
556;32381810;9.63333;51.6667;170;"Uslar (PH)"
557;32391110;10.45;51.6;280;"Barbis"
558;32391140;10.1667;51.7;150;"Dorste"
559;32391180;10.1833;51.7667;160;"Eisdorf"
561;32391230;10.25;51.65;180;"Hattorf a. Harz"
562;32391240;10.3333;51.65;250;"Herzberg a. Harz"
563;32391260;10.0333;51.8;130;"Kalefeld"
564;32391290;10.4667;51.6333;300;"Lauterberg, Bad"
565;32391360;10.25;51.7333;220;"Osterode"
568;32391390;10.55;51.6;340;"Sachsa, Bad (PH)"
569;32391460;10.0667;51.8167;240;"Wiershausen"
572;32401160;10.1167;52.25;90;"Bierbergen"
574;32401310;10.2333;52.2333;85;"Groß Lafferde"
576;32401510;10.2333;52.3167;65;"Peine (PH)"
577;32401590;10.0667;52.25;70;"Soßmar"
578;32401680;10.3167;52.3;90;"Woltorf"
579;32411110;10.45;51.8;460;"Altenau/Harz"
580;32411130;10.35;51.8167;600;"Clausthal-Zellerfeld (PH)"
582;32411150;10.3333;51.8667;560;"Hahnenklee-Bockswiese"
584;32411170;10.3;51.75;390;"Lerbach"
585;32411200;10.5167;51.7167;640;"Braunlage-Sankt Andreasberg"
586;32411210;10.4333;51.8333;460;"Schulenberg im Oberharz"
587;32411220;10.4167;51.7;340;"Herzberg-Sieber"
588;32411230;10.2833;51.8333;500;"Wildemann"
589;33110000;10.0833;52.6333;50;"Celle (PH)"
592;33311210;9.76667;52.5333;50;"Wedemark-Bissendorf"
593;33311230;10;52.45;55;"Burgdorf, Kr. Hannover"
595;33311310;9.85;52.5667;40;"Fuhrberg"
596;33311320;9.76667;52.55;40;"Gailhof"
598;33311430;10.0667;52.4;65;"Immensen"
600;33311540;9.98333;52.3667;60;"Lehrte b. Hannover"
601;33311581;9.88333;52.4667;65;"Isernhagen-Lohne"
604;33321130;10.1167;52.6;40;"Altencelle"
606;33321230;9.96667;52.8167;70;"Bergen"
610;33321440;10.2333;52.7;70;"Habighorst"
613;33321490;10.3167;52.5833;50;"Helmerkamp"
614;33321500;10.0833;52.8333;50;"Hermannsburg (PH)"
616;33321620;10.15;52.6167;40;"Lachtehausen"
619;33321680;10.1167;52.8667;55;"Faßberg-Müden"
622;33321800;10.1667;52.7333;75;"Rebberlah"
624;33321920;10.3;52.8333;100;"Unterlüß (PH)"
627;33322030;9.83333;52.6667;35;"Wietze"
628;33322080;10.3833;52.65;70;"Grebshorn"
630;33331110;9.55;52.7667;25;"Ahlden/Aller"
632;33331200;9.66667;52.9;50;"Bomlitz"
633;33331231;9.46667;52.7667;20;"Bosserbruch"
634;33331280;9.63333;52.8333;45;"Düshorn"
635;33331340;9.7;52.8667;45;"Fallingbostel, Bad (Ph)"
637;33331500;9.58333;52.9;70;"Hünzingen"
638;33331680;9.73333;52.9333;70;"Fallingbostel, Bad-Riepe"
639;33331700;9.61667;52.6667;25;"Schwarmstedt (PH)"
640;33331720;9.53333;52.95;45;"Stellichte"
642;33331790;9.6;52.8667;35;"Walsrode (PH)"
649;33341560;10.55;52.4833;50;"Gifhorn (PH)"
651;33341650;10.6;52.7333;100;"Hankensbüttel (PH)"
652;33341670;10.75;52.3667;100;"Wolfsburg-Hattorf"
653;33341800;10.7;52.6833;70;"Knesebeck"
654;33341890;10.55;52.3833;80;"Meine"
656;33341920;10.35;52.5333;50;"Müden/Aller"
660;33342100;10.5167;52.4333;55;"Ribbesbüttel (PH)"
662;33342210;10.4;52.6833;70;"Steinhorst/Nieders."
669;33342570;10.4333;52.65;75;"Zahrenholz"
670;33342580;10.85;52.6667;75;"Zasenbeck"
671;33351210;9.88333;53.3333;75;"Buchholz i.d. Nordheide"
676;33351530;10;53.25;40;"Hanstedt"
677;33351560;9.98333;53.3667;50;"Helmstorf"
679;33351650;10.3;53.3667;3;"Hunden"
680;33351670;9.73333;53.45;40;"Immenbeck"
681;33351740;9.95;53.3667;80;"Klecken"
683;33351800;9.91667;53.2833;30;"Lüllau"
685;33351870;9.7;53.4;12;"Moisburg (PH)"
693;33352110;10.1833;53.3333;7;"Roydorf"
696;33352340;10.1167;53.2667;40;"Toppenstedt"
697;33352350;9.71667;53.2833;60;"Tostedt"
698;33352360;9.8;53.3167;55;"Trelde"
701;33352480;9.8;53.45;50;"Neu Wulmstorf"
702;33352490;9.66667;53.2333;40;"Königsmoor/Nordheide"
708;33361470;11.2667;53.0333;15;"Dünsche"
711;33361600;11.3667;53.05;20;"Gorleben (Ph)"
716;33361760;11.05;53.15;30;"Hitzacker/Elbe"
717;33361850;11.5333;53.0333;18;"Kapern"
720;33362090;11.25;53.1;20;"Langendorf/Elbe"
721;33362130;11.0833;52.9333;20;"Lensian"
723;33362220;11.15;52.9667;18;"Lüchow/Wendland"
732;33362630;11.2;53.1167;20;"Gusborn-Quickborn"
733;33362690;11.15;53;15;"Rehbeck"
734;33362821;11.0833;53.0667;18;"Neu Tramm"
736;33362910;10.9;52.9;40;"Schnega (PH)"
737;33362990;11.2167;53.05;15;"Siemen"
738;33363200;11.05;53.1;35;"Dannenberg/Elbe-Tripkau"
739;33363380;11.1167;52.9333;16;"Wustrow/Wendland"
743;33371500;10.55;53.2;60;"Gifkendorf"
746;33371750;10.3167;53.2833;20;"Mechtersen (PH)"
748;33371880;10.85;53.15;50;"Pommoissel"
750;33372020;10.2167;53.1333;60;"Sottorf"
751;33372040;10.65;53.25;30;"Süttorf"
753;33381150;10;53.0833;80;"Bispingen"
756;33381290;9.85;53.0833;80;"Heber"
758;33381500;9.8;53.1167;90;"Schneverdingen (PH)"
760;33381550;10.0667;53.1;75;"Steinbeck"
761;33381600;10.15;52.9333;65;"Trauen"
763;33381640;9.96667;52.9167;65;"Wietzendorf (PH)"
764;33381650;9.96667;53.1667;85;"Wilsede"
765;33381670;9.83333;53.0333;75;"Wolterdingen"
766;33391150;10.6;53.1333;50;"Altenmedingen"
769;33391240;10.5833;53.0833;30;"Bevensen"
771;33391320;10.4667;52.9667;55;"Bohlsen"
773;33391470;10.8333;52.95;60;"Dalldorf"
774;33391520;10.4167;53.0333;65;"Ebstorf (PH)"
776;33391710;10.4;52.9667;50;"Groß Süstedt"
777;33391790;10.4667;52.9167;55;"Hamerstorf"
778;33391850;10.7333;53.1;60;"Himbergen"
784;33392510;10.6333;52.8;70;"Röhrsen"
785;33392560;10.7333;52.8333;70;"Schafwedel"
787;33392730;10.45;52.9;65;"Suderburg (Ph)"
788;33392750;10.7667;52.9167;65;"Suhlendorf"
789;33392790;10.7833;52.9833;60;"Rosche-Teyendorf (PH)"
790;33392810;10.5667;52.9667;40;"Uelzen"
791;33392830;10.55;52.95;45;"Veerßen"
793;33392920;10.2833;53.0833;80;"Wettenbostel"
798;34311160;9.2;53.2667;30;"Badenstedt"
799;34311250;9.15;53.4833;5;"Bremervörde"
800;34311350;9.38333;53.25;30;"Ehestorf"
806;34312020;9.21667;53.3833;25;"Selsingen (PH)"
807;34312030;9.11667;53.45;5;"Spreckens"
810;34321120;8.76667;53.8167;2;"Altenbruch"
813;34321270;9.23333;53.6333;5;"Hechthausen"
815;34321390;9.1;53.6333;25;"Lamstedt"
822;34321560;8.9;53.8;2;"Otterndorf/Niederelbe"
825;34321631;8.78333;53.75;8;"Westerwanna"
826;34321640;9.15;53.6833;15;"Warstade"
827;34331130;8.61667;53.2;20;"Beckedorf"
831;34331311;8.93333;53.15;4;"Lilienthal b. Bremen-Falkenberg"
833;34331400;8.8;53.2167;40;"Osterholz-Scharmbeck (PH)"
836;34331490;8.81667;53.1833;2;"Lilienthal b. Bremen-Sankt Jürgen"
837;34331510;8.98333;53.25;7;"Schlußdorf"
839;34331610;8.91667;53.3333;12;"Vollersode"
840;34341120;9.31667;53.0667;25;"Ahausen"
841;34341131;9.5;53.1333;25;"Veerse"
843;34341260;9.66667;53.1667;45;"Fintel"
846;34341410;9.53333;53.2;30;"Lauenbrück"
847;34341420;9.48333;53.0167;50;"Lüdingen"
849;34341500;9.41667;53.1167;25;"Rotenburg/Wümme"
850;34341510;9.48333;53.1667;30;"Scheeßel"
851;34341590;9.16667;53.1167;15;"Stuckenborstel"
855;34351110;9.51667;53.5667;20;"Agathenburg"
857;34351130;9.5;53.4;40;"Ahrensmoor"
859;34351170;9.43333;53.6833;1;"Assel"
860;34351171;9.38333;53.6667;1;"Ritschermoor"
862;34351320;9.7;53.4667;1;"Buxtehude"
866;34351570;9.51667;53.45;25;"Harsefeld (PH)"
867;34351600;9.48333;53.5167;25;"Helmste"
868;34351610;9.31667;53.6167;6;"Himmelpforten"
872;34351730;9.33333;53.4833;20;"Kutenholz"
875;34351830;9.25;53.8;2;"Oederquart"
876;34351890;9.36667;53.4333;25;"Brest-Reith"
877;34351920;9.6;53.3667;40;"Sauensiek (PH)"
878;34351950;9.48333;53.6;7;"Stade/Niederelbe"
880;34361110;9.05;53.0167;20;"Achim b. Bremen"
882;34361480;9.18333;53.05;18;"Hintzendorf"
883;34361500;9.31667;52.8833;20;"Hohenaverbergen"
886;34361680;9.15;53.1167;11;"Ottersberg"
887;34361730;9.18333;52.9333;10;"Ritzenbergen"
888;34361830;9.23333;52.9;15;"Verden"
889;34371170;8.83333;53.6167;10;"Bederkesa, Bad"
890;34371180;8.81667;53.4333;10;"Beverstedt (Ph)"
893;34371380;8.9;53.5;12;"Frelsdorf"
895;34371430;8.61667;53.4333;5;"Hahnenknoop"
896;34371570;8.88333;53.5333;10;"Köhlen b. Bremerhaven"
897;34371580;8.71667;53.7167;7;"Krempel"
899;34371850;8.58333;53.4167;1;"Schwegen"
900;34371920;8.61667;53.45;5;"Stotel"
901;34371930;8.78333;53.4;10;"Beverstedt-Stubben"
902;34371960;8.8;53.5;10;"Schiffdorf-Wehdel"
903;34371990;8.86667;53.4;18;"Wellen"
904;34372040;8.51667;53.65;2;"Wremen"
906;35110000;8.03333;52.2833;80;"Osnabrück"
907;35110001;8.05;52.3167;68;"Osnabrück-Haste (Ph)"
909;35311250;7.76667;52.9667;15;"Gehlenberg"
910;35311270;7.3;53;6;"Heede/Ems"
911;35311340;7.31667;52.8667;10;"Lathen"
917;35321150;7.86667;52.5333;60;"Ankum (PH)"
919;35321220;7.95;52.55;35;"Bersenbrück (PH)"
920;35321250;7.73333;52.5833;55;"Bippen"
922;35321400;7.68333;52.5167;50;"Fürstenau (Ph)"
923;35321721;7.86667;52.6;35;"Versmold-Loxten"
924;35321780;7.95;52.6667;25;"Quakenbrück (PH)"
926;35321970;7.85;52.4;70;"Vinte"
928;35322010;7.73333;52.4167;50;"Weese"
930;35322040;7.93333;52.5333;40;"Woltrup-Wehbergen"
931;35331160;7.16667;52.3;80;"Bentheim, Bad (PH)"
932;35331230;6.85;52.6;15;"Emlichheim"
933;35331260;6.76667;52.6333;12;"Eschebrügge"
934;35331290;7.11667;52.3;50;"Gildehaus"
937;35331560;7.08333;52.4333;20;"Nordhorn"
938;35331570;7.28333;52.2833;40;"Ohne"
939;35331620;7.23333;52.3167;30;"Schüttorf (PH)"
941;35331730;6.73333;52.55;15;"Wielen"
942;35331740;7.13333;52.5167;20;"Wietmarschen (PH)"
945;35341160;7.41667;52.5167;35;"Baccum"
947;35341330;7.55;52.4833;40;"Freren"
951;35341470;7.3;52.5;25;"Lingen"
955;35351150;8.4;52.25;120;"Buer"
956;35351420;8.35;52.2;80;"Melle/Wiehengeb."
957;35351421;8.46667;52.2;80;"Bruchmühlen"
960;35361300;7.26667;52.6;18;"Geeste"
961;35361310;7.5;52.7667;30;"Groß Berßen"
963;35361370;7.23333;52.7833;10;"Haren"
964;35361380;7.48333;52.6667;20;"Haselünne (PH)"
966;35361650;7.3;52.7;14;"Meppen (PH)"
967;35371180;8.15;52.3;80;"Belm (PH)"
969;35371270;7.95;52.25;80;"Gaste"
970;35371290;8.05;52.2;100;"Georgsmarienhütte (PH)"
972;35371360;8.13333;52.1833;140;"Hankenberge"
973;35371390;7.96667;52.2333;70;"Hasbergen"
975;35371470;8.05;52.15;120;"Iburg, Bad"
976;35371520;8.08333;52.1;90;"Laer, Bad"
977;35371530;8.03333;52.3167;90;"Lechtingen"
978;35371630;8.06667;52.2;100;"Oesede"
979;35371640;8;52.2333;80;"Ohrbeck"
984;35371860;8.05;52.1167;80;"Westerwiede"
985;35381110;8.41667;52.2833;80;"Barkhausen"
986;35381120;8.31667;52.3667;60;"Bohmte"
987;35381170;8.36667;52.3167;65;"Eielstädt"
